blur_restaurant_uuid,date,weekday,site_id,village,price,yyyy-mm
r8973fe,2023-02-17,5,台北市松山區,復勢里,12035.0,2023-02
r8973fe,2023-02-18,6,台北市松山區,復勢里,14070.0,2023-02
r8973fe,2023-02-19,7,台北市松山區,復勢里,21430.0,2023-02
r8973fe,2023-02-21,2,台北市松山區,復勢里,8210.0,2023-02
r8973fe,2023-02-22,3,台北市松山區,復勢里,8235.0,2023-02
r8973fe,2023-02-23,4,台北市松山區,復勢里,15608.0,2023-02
r8973fe,2023-02-24,5,台北市松山區,復勢里,13505.0,2023-02
r8973fe,2023-02-25,6,台北市松山區,復勢里,19259.0,2023-02
r8973fe,2023-02-26,7,台北市松山區,復勢里,16845.0,2023-02
r8973fe,2023-02-27,1,台北市松山區,復勢里,16950.0,2023-02
r8973fe,2023-02-28,2,台北市松山區,復勢里,20380.0,2023-02
r8973fe,2023-03-01,3,台北市松山區,復勢里,12720.0,2023-03
r8973fe,2023-03-02,4,台北市松山區,復勢里,11070.0,2023-03
r8973fe,2023-03-03,5,台北市松山區,復勢里,9575.0,2023-03
r8973fe,2023-03-04,6,台北市松山區,復勢里,17510.0,2023-03
r8973fe,2023-03-05,7,台北市松山區,復勢里,18630.0,2023-03
r8973fe,2023-03-07,2,台北市松山區,復勢里,9485.0,2023-03
r8973fe,2023-03-08,3,台北市松山區,復勢里,12975.0,2023-03
r8973fe,2023-03-09,4,台北市松山區,復勢里,12785.0,2023-03
r8973fe,2023-03-10,5,台北市松山區,復勢里,11370.0,2023-03
r8973fe,2023-03-11,6,台北市松山區,復勢里,21595.0,2023-03
r8973fe,2023-03-12,7,台北市松山區,復勢里,21335.0,2023-03
r8973fe,2023-03-13,1,台北市松山區,復勢里,9025.0,2023-03
r8973fe,2023-03-14,2,台北市松山區,復勢里,11780.0,2023-03
r8973fe,2023-03-15,3,台北市松山區,復勢里,12465.0,2023-03
r8973fe,2023-03-16,4,台北市松山區,復勢里,7970.0,2023-03
r8973fe,2023-03-17,5,台北市松山區,復勢里,10860.0,2023-03
r8973fe,2023-03-18,6,台北市松山區,復勢里,19677.0,2023-03
r8973fe,2023-03-19,7,台北市松山區,復勢里,19120.0,2023-03
r8973fe,2023-03-21,2,台北市松山區,復勢里,11005.0,2023-03
r8973fe,2023-03-22,3,台北市松山區,復勢里,11990.0,2023-03
r8973fe,2023-03-23,4,台北市松山區,復勢里,10475.0,2023-03
r8973fe,2023-03-24,5,台北市松山區,復勢里,11785.0,2023-03
r8973fe,2023-03-25,6,台北市松山區,復勢里,16378.0,2023-03
r8973fe,2023-03-26,7,台北市松山區,復勢里,20167.0,2023-03
r8973fe,2023-03-27,1,台北市松山區,復勢里,8770.0,2023-03
r8973fe,2023-03-28,2,台北市松山區,復勢里,7825.0,2023-03
r8973fe,2023-03-29,3,台北市松山區,復勢里,8090.0,2023-03
r8973fe,2023-03-30,4,台北市松山區,復勢里,9615.0,2023-03
r8973fe,2023-03-31,5,台北市松山區,復勢里,13495.0,2023-03
r8973fe,2023-04-01,6,台北市松山區,復勢里,19365.0,2023-04
r8973fe,2023-04-02,7,台北市松山區,復勢里,21480.0,2023-04
r8973fe,2023-04-03,1,台北市松山區,復勢里,17765.0,2023-04
r8973fe,2023-04-04,2,台北市松山區,復勢里,18840.0,2023-04
r8973fe,2023-04-05,3,台北市松山區,復勢里,13085.0,2023-04
r8973fe,2023-04-06,4,台北市松山區,復勢里,9554.0,2023-04
r8973fe,2023-04-07,5,台北市松山區,復勢里,9635.0,2023-04
r8973fe,2023-04-08,6,台北市松山區,復勢里,22340.0,2023-04
r8973fe,2023-04-09,7,台北市松山區,復勢里,20045.0,2023-04
r8973fe,2023-04-12,3,台北市松山區,復勢里,12110.0,2023-04
r8973fe,2023-04-13,4,台北市松山區,復勢里,14515.0,2023-04
r8973fe,2023-04-14,5,台北市松山區,復勢里,8465.0,2023-04
r8973fe,2023-04-15,6,台北市松山區,復勢里,20555.0,2023-04
r8973fe,2023-04-16,7,台北市松山區,復勢里,21545.0,2023-04
r8973fe,2023-04-17,1,台北市松山區,復勢里,9520.0,2023-04
r8973fe,2023-04-18,2,台北市松山區,復勢里,9395.0,2023-04
r8973fe,2023-04-19,3,台北市松山區,復勢里,10715.0,2023-04
r8973fe,2023-04-20,4,台北市松山區,復勢里,9760.0,2023-04
r8973fe,2023-04-21,5,台北市松山區,復勢里,12245.0,2023-04
r8973fe,2023-04-22,6,台北市松山區,復勢里,20240.0,2023-04
r8973fe,2023-04-23,7,台北市松山區,復勢里,17835.0,2023-04
r8973fe,2023-04-25,2,台北市松山區,復勢里,10270.0,2023-04
r8973fe,2023-04-26,3,台北市松山區,復勢里,11955.0,2023-04
r8973fe,2023-04-27,4,台北市松山區,復勢里,10455.0,2023-04
r8973fe,2023-04-28,5,台北市松山區,復勢里,10210.0,2023-04
r8973fe,2023-04-29,6,台北市松山區,復勢里,21735.0,2023-04
r8973fe,2023-04-30,7,台北市松山區,復勢里,19160.0,2023-04
r8973fe,2023-05-01,1,台北市松山區,復勢里,17855.0,2023-05
r8973fe,2023-05-02,2,台北市松山區,復勢里,11065.0,2023-05
r8973fe,2023-05-03,3,台北市松山區,復勢里,11685.0,2023-05
r8973fe,2023-05-04,4,台北市松山區,復勢里,10830.0,2023-05
r8973fe,2023-05-05,5,台北市松山區,復勢里,9075.0,2023-05
r8973fe,2023-05-06,6,台北市松山區,復勢里,26045.0,2023-05
r8973fe,2023-05-07,7,台北市松山區,復勢里,21000.0,2023-05
r8973fe,2023-05-11,4,台北市松山區,復勢里,12970.0,2023-05
r8973fe,2023-05-12,5,台北市松山區,復勢里,12865.0,2023-05
r8973fe,2023-05-13,6,台北市松山區,復勢里,16455.0,2023-05
r8973fe,2023-05-14,7,台北市松山區,復勢里,21370.0,2023-05
r8973fe,2023-05-15,1,台北市松山區,復勢里,10880.0,2023-05
r8973fe,2023-05-16,2,台北市松山區,復勢里,8190.0,2023-05
r8973fe,2023-05-17,3,台北市松山區,復勢里,11105.0,2023-05
r8973fe,2023-05-18,4,台北市松山區,復勢里,9195.0,2023-05
r8973fe,2023-05-19,5,台北市松山區,復勢里,8955.0,2023-05
r8973fe,2023-05-20,6,台北市松山區,復勢里,18845.0,2023-05
r8973fe,2023-05-21,7,台北市松山區,復勢里,21775.0,2023-05
r8973fe,2023-05-22,1,台北市松山區,復勢里,8725.0,2023-05
r8973fe,2023-05-23,2,台北市松山區,復勢里,8510.0,2023-05
r8973fe,2023-05-24,3,台北市松山區,復勢里,12705.0,2023-05
r8973fe,2023-05-25,4,台北市松山區,復勢里,10595.0,2023-05
r8973fe,2023-05-26,5,台北市松山區,復勢里,14265.0,2023-05
r8973fe,2023-05-27,6,台北市松山區,復勢里,17370.0,2023-05
r8973fe,2023-05-28,7,台北市松山區,復勢里,18390.0,2023-05
r8973fe,2023-05-29,1,台北市松山區,復勢里,10375.0,2023-05
r8973fe,2023-05-30,2,台北市松山區,復勢里,8875.0,2023-05
r8973fe,2023-05-31,3,台北市松山區,復勢里,9820.0,2023-05
r8973fe,2023-06-01,4,台北市松山區,復勢里,9565.0,2023-06
r8973fe,2023-06-02,5,台北市松山區,復勢里,10155.0,2023-06
r8973fe,2023-06-03,6,台北市松山區,復勢里,17525.0,2023-06
r8973fe,2023-06-04,7,台北市松山區,復勢里,19865.0,2023-06
r8973fe,2023-06-05,1,台北市松山區,復勢里,8430.0,2023-06
r8973fe,2023-06-06,2,台北市松山區,復勢里,11160.0,2023-06
r8973fe,2023-06-07,3,台北市松山區,復勢里,14410.0,2023-06
r8973fe,2023-06-08,4,台北市松山區,復勢里,7990.0,2023-06
r8973fe,2023-06-09,5,台北市松山區,復勢里,8000.0,2023-06
r8973fe,2023-06-12,1,台北市松山區,復勢里,12660.0,2023-06
r8973fe,2023-06-13,2,台北市松山區,復勢里,11055.0,2023-06
r8973fe,2023-06-14,3,台北市松山區,復勢里,10290.0,2023-06
r8973fe,2023-06-15,4,台北市松山區,復勢里,10450.0,2023-06
r8973fe,2023-06-16,5,台北市松山區,復勢里,10810.0,2023-06
r8973fe,2023-06-17,6,台北市松山區,復勢里,15530.0,2023-06
r8973fe,2023-06-18,7,台北市松山區,復勢里,24175.0,2023-06
r8973fe,2023-06-19,1,台北市松山區,復勢里,11460.0,2023-06
r8973fe,2023-06-20,2,台北市松山區,復勢里,11335.0,2023-06
r8973fe,2023-06-21,3,台北市松山區,復勢里,11070.0,2023-06
r8973fe,2023-06-22,4,台北市松山區,復勢里,18930.0,2023-06
r8973fe,2023-06-23,5,台北市松山區,復勢里,15665.0,2023-06
r8973fe,2023-06-24,6,台北市松山區,復勢里,21005.0,2023-06
r8973fe,2023-06-25,7,台北市松山區,復勢里,19485.0,2023-06
r8973fe,2023-06-27,2,台北市松山區,復勢里,12310.0,2023-06
r8973fe,2023-06-28,3,台北市松山區,復勢里,9470.0,2023-06
r8973fe,2023-06-29,4,台北市松山區,復勢里,13815.0,2023-06
r8973fe,2023-06-30,5,台北市松山區,復勢里,12625.0,2023-06
r8973fe,2023-07-01,6,台北市松山區,復勢里,21145.0,2023-07
r8973fe,2023-07-02,7,台北市松山區,復勢里,25280.0,2023-07
r8973fe,2023-07-03,1,台北市松山區,復勢里,10780.0,2023-07
r8973fe,2023-07-04,2,台北市松山區,復勢里,14660.0,2023-07
r8973fe,2023-07-05,3,台北市松山區,復勢里,13930.0,2023-07
r8973fe,2023-07-06,4,台北市松山區,復勢里,12630.0,2023-07
r8973fe,2023-07-07,5,台北市松山區,復勢里,14175.0,2023-07
r8973fe,2023-07-08,6,台北市松山區,復勢里,20640.0,2023-07
r8973fe,2023-07-09,7,台北市松山區,復勢里,19745.0,2023-07
r8973fe,2023-07-11,2,台北市松山區,復勢里,13050.0,2023-07
r8973fe,2023-07-12,3,台北市松山區,復勢里,13170.0,2023-07
r8973fe,2023-07-13,4,台北市松山區,復勢里,10470.0,2023-07
r8973fe,2023-07-14,5,台北市松山區,復勢里,12265.0,2023-07
r8973fe,2023-07-15,6,台北市松山區,復勢里,22545.0,2023-07
r8973fe,2023-07-16,7,台北市松山區,復勢里,23410.0,2023-07
r8973fe,2023-07-17,1,台北市松山區,復勢里,12750.0,2023-07
r8973fe,2023-07-18,2,台北市松山區,復勢里,13985.0,2023-07
r8973fe,2023-07-19,3,台北市松山區,復勢里,16100.0,2023-07
r8973fe,2023-07-20,4,台北市松山區,復勢里,18060.0,2023-07
r8973fe,2023-07-21,5,台北市松山區,復勢里,14330.0,2023-07
r8973fe,2023-07-22,6,台北市松山區,復勢里,21275.0,2023-07
r8973fe,2023-07-23,7,台北市松山區,復勢里,27570.0,2023-07
r8973fe,2023-07-25,2,台北市松山區,復勢里,13810.0,2023-07
r8973fe,2023-07-26,3,台北市松山區,復勢里,12705.0,2023-07
r8973fe,2023-07-27,4,台北市松山區,復勢里,12735.0,2023-07
r8973fe,2023-07-28,5,台北市松山區,復勢里,14465.0,2023-07
r8973fe,2023-07-29,6,台北市松山區,復勢里,25300.0,2023-07
r8973fe,2023-07-30,7,台北市松山區,復勢里,23875.0,2023-07
r8973fe,2023-07-31,1,台北市松山區,復勢里,11725.0,2023-07
r8973fe,2023-08-01,2,台北市松山區,復勢里,11830.0,2023-08
r8973fe,2023-08-02,3,台北市松山區,復勢里,11310.0,2023-08
r8973fe,2023-08-03,4,台北市松山區,復勢里,22115.0,2023-08
r8973fe,2023-08-04,5,台北市松山區,復勢里,14115.0,2023-08
r8973fe,2023-08-05,6,台北市松山區,復勢里,22090.0,2023-08
r8973fe,2023-08-06,7,台北市松山區,復勢里,24225.0,2023-08
r8973fe,2023-08-08,2,台北市松山區,復勢里,15560.0,2023-08
r8973fe,2023-08-09,3,台北市松山區,復勢里,12280.0,2023-08
r8973fe,2023-08-10,4,台北市松山區,復勢里,13105.0,2023-08
r8973fe,2023-08-11,5,台北市松山區,復勢里,16165.0,2023-08
r8973fe,2023-08-12,6,台北市松山區,復勢里,21745.0,2023-08
r8973fe,2023-08-13,7,台北市松山區,復勢里,22265.0,2023-08
r8973fe,2023-08-14,1,台北市松山區,復勢里,11505.0,2023-08
r8973fe,2023-08-15,2,台北市松山區,復勢里,15195.0,2023-08
r8973fe,2023-08-16,3,台北市松山區,復勢里,12220.0,2023-08
r8973fe,2023-08-17,4,台北市松山區,復勢里,13930.0,2023-08
r8973fe,2023-08-18,5,台北市松山區,復勢里,14105.0,2023-08
r8973fe,2023-08-19,6,台北市松山區,復勢里,23995.0,2023-08
r8973fe,2023-08-20,7,台北市松山區,復勢里,27504.0,2023-08
r8973fe,2023-08-22,2,台北市松山區,復勢里,13295.0,2023-08
r8973fe,2023-08-23,3,台北市松山區,復勢里,14480.0,2023-08
r8973fe,2023-08-24,4,台北市松山區,復勢里,10225.0,2023-08
r8973fe,2023-08-25,5,台北市松山區,復勢里,12070.0,2023-08
r8973fe,2023-08-26,6,台北市松山區,復勢里,22590.0,2023-08
r8973fe,2023-08-27,7,台北市松山區,復勢里,26950.0,2023-08
r8973fe,2023-08-28,1,台北市松山區,復勢里,10735.0,2023-08
r8973fe,2023-08-29,2,台北市松山區,復勢里,16145.0,2023-08
r8973fe,2023-08-30,3,台北市松山區,復勢里,12410.0,2023-08
r8973fe,2023-08-31,4,台北市松山區,復勢里,13405.0,2023-08
r8973fe,2023-09-01,5,台北市松山區,復勢里,12000.0,2023-09
r8973fe,2023-09-02,6,台北市松山區,復勢里,22895.0,2023-09
r8973fe,2023-09-03,7,台北市松山區,復勢里,24355.0,2023-09
r8973fe,2023-09-05,2,台北市松山區,復勢里,12330.0,2023-09
r8973fe,2023-09-06,3,台北市松山區,復勢里,13340.0,2023-09
r8973fe,2023-09-07,4,台北市松山區,復勢里,9245.0,2023-09
r8973fe,2023-09-08,5,台北市松山區,復勢里,15200.0,2023-09
r8973fe,2023-09-09,6,台北市松山區,復勢里,24205.0,2023-09
r8973fe,2023-09-10,7,台北市松山區,復勢里,25920.0,2023-09
r8973fe,2023-09-11,1,台北市松山區,復勢里,11765.0,2023-09
r8973fe,2023-09-12,2,台北市松山區,復勢里,12350.0,2023-09
r8973fe,2023-09-13,3,台北市松山區,復勢里,12705.0,2023-09
r8973fe,2023-09-14,4,台北市松山區,復勢里,11700.0,2023-09
r8973fe,2023-09-15,5,台北市松山區,復勢里,10435.0,2023-09
r8973fe,2023-09-16,6,台北市松山區,復勢里,23825.0,2023-09
r8973fe,2023-09-17,7,台北市松山區,復勢里,21875.0,2023-09
r8973fe,2023-09-19,2,台北市松山區,復勢里,14090.0,2023-09
r8973fe,2023-09-20,3,台北市松山區,復勢里,11675.0,2023-09
r8973fe,2023-09-21,4,台北市松山區,復勢里,15415.0,2023-09
r8973fe,2023-09-22,5,台北市松山區,復勢里,11815.0,2023-09
r8973fe,2023-09-23,6,台北市松山區,復勢里,16035.0,2023-09
r8973fe,2023-09-24,7,台北市松山區,復勢里,26700.0,2023-09
r8973fe,2023-09-25,1,台北市松山區,復勢里,9960.0,2023-09
r8973fe,2023-09-26,2,台北市松山區,復勢里,13160.0,2023-09
r8973fe,2023-09-27,3,台北市松山區,復勢里,12830.0,2023-09
r8973fe,2023-09-28,4,台北市松山區,復勢里,9635.0,2023-09
r8973fe,2023-09-29,5,台北市松山區,復勢里,24170.0,2023-09
r8973fe,2023-09-30,6,台北市松山區,復勢里,22020.0,2023-09
r8973fe,2023-10-01,7,台北市松山區,復勢里,23130.0,2023-10
r8973fe,2023-10-02,1,台北市松山區,復勢里,11000.0,2023-10
r8973fe,2023-10-03,2,台北市松山區,復勢里,10735.0,2023-10
r8973fe,2023-10-04,3,台北市松山區,復勢里,8120.0,2023-10
r8973fe,2023-10-05,4,台北市松山區,復勢里,10820.0,2023-10
r8973fe,2023-10-06,5,台北市松山區,復勢里,11595.0,2023-10
r8a2e4a,2021-05-31,1,台南市北區,賢北里,715.0,2021-05
r8a2e4a,2021-06-01,2,台南市北區,賢北里,2365.0,2021-06
r8a2e4a,2021-06-02,3,台南市北區,賢北里,2130.0,2021-06
r8a2e4a,2021-06-03,4,台南市北區,賢北里,1690.0,2021-06
r8a2e4a,2021-06-04,5,台南市北區,賢北里,2695.0,2021-06
r8a2e4a,2021-06-05,6,台南市北區,賢北里,1815.0,2021-06
r8a2e4a,2021-06-07,1,台南市北區,賢北里,1760.0,2021-06
r8a2e4a,2021-06-08,2,台南市北區,賢北里,2340.0,2021-06
r8a2e4a,2021-06-09,3,台南市北區,賢北里,2595.0,2021-06
r8a2e4a,2021-06-10,4,台南市北區,賢北里,1980.0,2021-06
r8a2e4a,2021-06-11,5,台南市北區,賢北里,2485.0,2021-06
r8a2e4a,2021-06-12,6,台南市北區,賢北里,2940.0,2021-06
r8a2e4a,2021-06-14,1,台南市北區,賢北里,1600.0,2021-06
r8a2e4a,2021-06-15,2,台南市北區,賢北里,2685.0,2021-06
r8a2e4a,2021-06-16,3,台南市北區,賢北里,1695.0,2021-06
r8a2e4a,2021-06-17,4,台南市北區,賢北里,1945.0,2021-06
r8a2e4a,2021-06-18,5,台南市北區,賢北里,1650.0,2021-06
r8a2e4a,2021-06-19,6,台南市北區,賢北里,2330.0,2021-06
r8a2e4a,2021-06-21,1,台南市北區,賢北里,2470.0,2021-06
r8a2e4a,2021-06-22,2,台南市北區,賢北里,2160.0,2021-06
r8a2e4a,2021-06-23,3,台南市北區,賢北里,2710.0,2021-06
r8a2e4a,2021-06-24,4,台南市北區,賢北里,2540.0,2021-06
r8a2e4a,2021-06-25,5,台南市北區,賢北里,2170.0,2021-06
r8a2e4a,2021-06-26,6,台南市北區,賢北里,3050.0,2021-06
r8a2e4a,2021-06-28,1,台南市北區,賢北里,1715.0,2021-06
r8a2e4a,2021-06-29,2,台南市北區,賢北里,2195.0,2021-06
r8a2e4a,2021-06-30,3,台南市北區,賢北里,2070.0,2021-06
r8a2e4a,2021-07-01,4,台南市北區,賢北里,2285.0,2021-07
r8a2e4a,2021-07-02,5,台南市北區,賢北里,2685.0,2021-07
r8a2e4a,2021-07-03,6,台南市北區,賢北里,2860.0,2021-07
r8a2e4a,2021-07-05,1,台南市北區,賢北里,2585.0,2021-07
r8a2e4a,2021-07-06,2,台南市北區,賢北里,2685.0,2021-07
r8a2e4a,2021-07-07,3,台南市北區,賢北里,2970.0,2021-07
r8a2e4a,2021-07-08,4,台南市北區,賢北里,2640.0,2021-07
r8a2e4a,2021-07-09,5,台南市北區,賢北里,2395.0,2021-07
r8a2e4a,2021-07-10,6,台南市北區,賢北里,2465.0,2021-07
r8a2e4a,2021-07-12,1,台南市北區,賢北里,2285.0,2021-07
r8a2e4a,2021-07-13,2,台南市北區,賢北里,2365.0,2021-07
r8a2e4a,2021-07-14,3,台南市北區,賢北里,2615.0,2021-07
r8a2e4a,2021-07-15,4,台南市北區,賢北里,1840.0,2021-07
r8a2e4a,2021-07-16,5,台南市北區,賢北里,1700.0,2021-07
r8a2e4a,2021-07-17,6,台南市北區,賢北里,2310.0,2021-07
r8a2e4a,2021-07-19,1,台南市北區,賢北里,1980.0,2021-07
r8a2e4a,2021-07-20,2,台南市北區,賢北里,2590.0,2021-07
r8a2e4a,2021-07-21,3,台南市北區,賢北里,1880.0,2021-07
r8a2e4a,2021-07-22,4,台南市北區,賢北里,1600.0,2021-07
r8a2e4a,2021-07-23,5,台南市北區,賢北里,1510.0,2021-07
r8a2e4a,2021-07-24,6,台南市北區,賢北里,2490.0,2021-07
r8a2e4a,2021-07-26,1,台南市北區,賢北里,2065.0,2021-07
r8a2e4a,2021-07-27,2,台南市北區,賢北里,1735.0,2021-07
r8a2e4a,2021-07-28,3,台南市北區,賢北里,1330.0,2021-07
r8a2e4a,2021-07-29,4,台南市北區,賢北里,1805.0,2021-07
r8a2e4a,2021-07-30,5,台南市北區,賢北里,2070.0,2021-07
r8a2e4a,2021-07-31,6,台南市北區,賢北里,1945.0,2021-07
r8a2e4a,2021-08-02,1,台南市北區,賢北里,2155.0,2021-08
r8a2e4a,2021-08-03,2,台南市北區,賢北里,2115.0,2021-08
r8a2e4a,2021-08-04,3,台南市北區,賢北里,2220.0,2021-08
r8a2e4a,2021-08-05,4,台南市北區,賢北里,1525.0,2021-08
r8a2e4a,2021-08-06,5,台南市北區,賢北里,2090.0,2021-08
r8a2e4a,2021-08-07,6,台南市北區,賢北里,3625.0,2021-08
r8a2e4a,2021-08-09,1,台南市北區,賢北里,2690.0,2021-08
r8a2e4a,2021-08-10,2,台南市北區,賢北里,2060.0,2021-08
r8a2e4a,2021-08-11,3,台南市北區,賢北里,1350.0,2021-08
r8a2e4a,2021-08-12,4,台南市北區,賢北里,2710.0,2021-08
r8a2e4a,2021-08-13,5,台南市北區,賢北里,2490.0,2021-08
r8a2e4a,2021-08-14,6,台南市北區,賢北里,2660.0,2021-08
r8a2e4a,2021-08-16,1,台南市北區,賢北里,2420.0,2021-08
r8a2e4a,2021-08-17,2,台南市北區,賢北里,1845.0,2021-08
r8a2e4a,2021-08-18,3,台南市北區,賢北里,2736.0,2021-08
r8a2e4a,2021-08-19,4,台南市北區,賢北里,2965.0,2021-08
r8a2e4a,2021-08-20,5,台南市北區,賢北里,1610.0,2021-08
r8a2e4a,2021-08-21,6,台南市北區,賢北里,3175.0,2021-08
r8a2e4a,2021-08-23,1,台南市北區,賢北里,2395.0,2021-08
r8a2e4a,2021-08-24,2,台南市北區,賢北里,2602.0,2021-08
r8a2e4a,2021-08-25,3,台南市北區,賢北里,2660.0,2021-08
r8a2e4a,2021-08-26,4,台南市北區,賢北里,2740.0,2021-08
r8a2e4a,2021-08-27,5,台南市北區,賢北里,2050.0,2021-08
r8a2e4a,2021-08-28,6,台南市北區,賢北里,2255.0,2021-08
r8a2e4a,2021-08-30,1,台南市北區,賢北里,2875.0,2021-08
r8a2e4a,2021-08-31,2,台南市北區,賢北里,2675.0,2021-08
r8a2e4a,2021-09-01,3,台南市北區,賢北里,1905.0,2021-09
r8a2e4a,2021-09-02,4,台南市北區,賢北里,2230.0,2021-09
r8a2e4a,2021-09-03,5,台南市北區,賢北里,2380.0,2021-09
r8a2e4a,2021-09-04,6,台南市北區,賢北里,2635.0,2021-09
r8a2e4a,2021-09-06,1,台南市北區,賢北里,2130.0,2021-09
r8a2e4a,2021-09-07,2,台南市北區,賢北里,2280.0,2021-09
r8a2e4a,2021-09-08,3,台南市北區,賢北里,2385.0,2021-09
r8a2e4a,2021-09-09,4,台南市北區,賢北里,2170.0,2021-09
r8a2e4a,2021-09-10,5,台南市北區,賢北里,1715.0,2021-09
r8a2e4a,2021-09-13,1,台南市北區,賢北里,1760.0,2021-09
r8a2e4a,2021-09-14,2,台南市北區,賢北里,2282.0,2021-09
r8a2e4a,2021-09-15,3,台南市北區,賢北里,3015.0,2021-09
r8a2e4a,2021-09-16,4,台南市北區,賢北里,2270.0,2021-09
r8a2e4a,2021-09-17,5,台南市北區,賢北里,2450.0,2021-09
r8a2e4a,2021-09-18,6,台南市北區,賢北里,2000.0,2021-09
r8a2e4a,2021-09-20,1,台南市北區,賢北里,1355.0,2021-09
r8a2e4a,2021-09-21,2,台南市北區,賢北里,2625.0,2021-09
r8a2e4a,2021-09-22,3,台南市北區,賢北里,2105.0,2021-09
r8a2e4a,2021-09-23,4,台南市北區,賢北里,2525.0,2021-09
r8a2e4a,2021-09-24,5,台南市北區,賢北里,2130.0,2021-09
r8a2e4a,2021-09-25,6,台南市北區,賢北里,2255.0,2021-09
r8a2e4a,2021-09-27,1,台南市北區,賢北里,3130.0,2021-09
r8a2e4a,2021-09-28,2,台南市北區,賢北里,2600.0,2021-09
r8a2e4a,2021-09-29,3,台南市北區,賢北里,2410.0,2021-09
r8a2e4a,2021-09-30,4,台南市北區,賢北里,2130.0,2021-09
r8a2e4a,2021-10-01,5,台南市北區,賢北里,1825.0,2021-10
r8a2e4a,2021-10-02,6,台南市北區,賢北里,2180.0,2021-10
r8a2e4a,2021-10-04,1,台南市北區,賢北里,2645.0,2021-10
r8a2e4a,2021-10-05,2,台南市北區,賢北里,1965.0,2021-10
r8a2e4a,2021-10-06,3,台南市北區,賢北里,1940.0,2021-10
r8a2e4a,2021-10-07,4,台南市北區,賢北里,2170.0,2021-10
r8a2e4a,2021-10-08,5,台南市北區,賢北里,2080.0,2021-10
r8a2e4a,2021-10-09,6,台南市北區,賢北里,3065.0,2021-10
r8a2e4a,2021-10-11,1,台南市北區,賢北里,2300.0,2021-10
r8a2e4a,2021-10-12,2,台南市北區,賢北里,2085.0,2021-10
r8a2e4a,2021-10-13,3,台南市北區,賢北里,1995.0,2021-10
r8a2e4a,2021-10-14,4,台南市北區,賢北里,2155.0,2021-10
r8a2e4a,2021-10-15,5,台南市北區,賢北里,1495.0,2021-10
r8a2e4a,2021-10-16,6,台南市北區,賢北里,2825.0,2021-10
r8a2e4a,2021-10-18,1,台南市北區,賢北里,2750.0,2021-10
r8a2e4a,2021-10-19,2,台南市北區,賢北里,2815.0,2021-10
r8a2e4a,2021-10-20,3,台南市北區,賢北里,2265.0,2021-10
r8a2e4a,2021-10-21,4,台南市北區,賢北里,2845.0,2021-10
r8a2e4a,2021-10-22,5,台南市北區,賢北里,2685.0,2021-10
r8a2e4a,2021-10-23,6,台南市北區,賢北里,3345.0,2021-10
r8a2e4a,2021-10-25,1,台南市北區,賢北里,2085.0,2021-10
r8a2e4a,2021-10-26,2,台南市北區,賢北里,1570.0,2021-10
r8a2e4a,2021-10-27,3,台南市北區,賢北里,1985.0,2021-10
r8a2e4a,2021-10-28,4,台南市北區,賢北里,2105.0,2021-10
r8a2e4a,2021-10-29,5,台南市北區,賢北里,2480.0,2021-10
r8a2e4a,2021-10-30,6,台南市北區,賢北里,3255.0,2021-10
r8a2e4a,2021-11-01,1,台南市北區,賢北里,2675.0,2021-11
r8a2e4a,2021-11-02,2,台南市北區,賢北里,2780.0,2021-11
r8a2e4a,2021-11-03,3,台南市北區,賢北里,1775.0,2021-11
r8a2e4a,2021-11-04,4,台南市北區,賢北里,2160.0,2021-11
r8a2e4a,2021-11-05,5,台南市北區,賢北里,2000.0,2021-11
r8a2e4a,2021-11-06,6,台南市北區,賢北里,2369.0,2021-11
r8a2e4a,2021-11-08,1,台南市北區,賢北里,2280.0,2021-11
r8a2e4a,2021-11-09,2,台南市北區,賢北里,2510.0,2021-11
r8a2e4a,2021-11-10,3,台南市北區,賢北里,1770.0,2021-11
r8a2e4a,2021-11-11,4,台南市北區,賢北里,1780.0,2021-11
r8a2e4a,2021-11-12,5,台南市北區,賢北里,2230.0,2021-11
r8a2e4a,2021-11-13,6,台南市北區,賢北里,3285.0,2021-11
r8a2e4a,2021-11-15,1,台南市北區,賢北里,2495.0,2021-11
r8a2e4a,2021-11-16,2,台南市北區,賢北里,2585.0,2021-11
r8a2e4a,2021-11-17,3,台南市北區,賢北里,2800.0,2021-11
r8a2e4a,2021-11-18,4,台南市北區,賢北里,1880.0,2021-11
r8a2e4a,2021-11-19,5,台南市北區,賢北里,3050.0,2021-11
r8a2e4a,2021-11-20,6,台南市北區,賢北里,2880.0,2021-11
r8a2e4a,2021-11-22,1,台南市北區,賢北里,2215.0,2021-11
r8a2e4a,2021-11-23,2,台南市北區,賢北里,2050.0,2021-11
r8a2e4a,2021-11-24,3,台南市北區,賢北里,2140.0,2021-11
r8a2e4a,2021-11-25,4,台南市北區,賢北里,2950.0,2021-11
r8a2e4a,2021-11-26,5,台南市北區,賢北里,2025.0,2021-11
r8a2e4a,2021-11-27,6,台南市北區,賢北里,2475.0,2021-11
r8a2e4a,2021-11-29,1,台南市北區,賢北里,3270.0,2021-11
r8a2e4a,2021-11-30,2,台南市北區,賢北里,3035.0,2021-11
r8a2e4a,2021-12-01,3,台南市北區,賢北里,2710.0,2021-12
r8a2e4a,2021-12-02,4,台南市北區,賢北里,2375.0,2021-12
